Text,Category
సోషల్‌ మీడియా వద్దు ఆటలే ముద్దు : కోహ్లీ,None of the categories
ట్రాన్స్‌జెండర్‌లు మా పిల్లలకు చెడు ఉదాహరణ.,Transphobia
మాల్యాను హాజరుపరిస్తేనే కేసు విచారణ: సుప్రీం కోర్టు,None of the categories
నా కుమార్తె ట్రాన్స్‌జెండర్ల వ్యక్తుల గురించి విని భయపడిపోయింది.,Transphobia
మీరు స్వలింగానికి ప్రామాణికంగా అనుభూతి చేస్తున్నారని నన్ను నమ్మలేను,Homophobia
వచ్చే ఎన్నికల్లో ఒంటరిపోరే: అమిత్ షా,None of the categories
"స్వలింగ సంపర్కులు మానవ సంస్కృతికి ఆస్వాద్యంగా ఉన్నాయి""",Homophobia
"వారు మన పిల్లలను భ్రమించి, వారి స్వభావాన్ని క్షోభిస్తున్నారు.",Transphobia
"స్వలింగ సంపర్కుల వారు మా సంస్కృతిని మరిగిపోయేలా చేస్తున్నారు, అది అనుభవించడానికి కష్టం.",Homophobia
అక్కినేని వారసుడితో కొరటాల..!,None of the categories
కులదురహంకార హత్యలు,None of the categories
స్వలింగ సంపర్కులు ద్విలింగ సంపర్కులను సూచిస్తాయి.,Homophobia
"ట్రాన్స్‌జెండర్లు మన సంస్కృతిని అవమానిస్తున్నారు, వారు మన పరంపరలను కుడిచేస్తారు.",Transphobia
గోరక్షకుల ఆగడాలను అడ్డుకోండి,None of the categories
ఈ స్వలింగ సంపర్కాలు అనావసరమైన సమాజ అవహేళనను తీసుకుస్తున్నాయి.,Homophobia
"ట్రాన్స్‌జెండర్‌లను మీరు అనుమతించకూడదు, అది మన పరంపరాలను భంగిస్తుంది.",Transphobia
"ఆ ట్రాన్స్‌జెండర్ వ్యక్తిని మా కంపెనీలో ఉద్యోగం చేయించకూడదు, అది మా రేపుతేషన్‌ను తగ్గిస్తుంది.""",Transphobia
స్వలింగ సంపర్కులు కలిగిన వ్యక్తులు సామాన్యంగా దాదాపు అసామాన్యమైన జీవనాలను బాధిస్తారు,Homophobia
ప్రముఖ హీరోయిన్ పెళ్ళి ఆగిపోయిందట!,None of the categories
"నేను మీరు ఎందుకు ఆ విధంగా ఉండాలను అర్థించలేను, అది నాకు అసహజానికి కారణంగా ఉంది.",Transphobia
"ఎల్‌ఐసి పాలసీదారులకు భారీ డివిడెండ్‌, బోనస్‌",None of the categories
ట్రాన్స్‌జెండర్లను స్వీకరించడం అస్వాస్థ్యకరమైన సమాజం ప్రతిపట్టిది.,Transphobia
ట్రాన్స్‌జెండర్లని స్వీకరించడం సమాజంలో కలకలం కలుగుస్తుంది.,Transphobia
"మా కుటుంబం స్వలింగ సంపర్కులను అనుమతిస్తుంది అని అతడు చెప్పాడు, నాకు అది నమ్మలేనిది.""",Homophobia
"ఆయన స్వలింగ సంపర్కులు ఉన్నానే అని విన్నాను, అప్పుడు నేను ఆయనను మా వ్యవసాయం నుండి తీసివేశాను.""",Homophobia
"నేను మనం స్వలింగ సంపర్కులను ఆదా చేయడానికి ప్రయత్నిస్తాం, అది మానవ ప్రకృతి విపరీతం.",Homophobia
ఈ సమస్య మా సినిమాకే కాదు.. అన్ని సినిమాలకూ ఉంది: రాజమౌళి,None of the categories
గేలు మరియు లెస్బియన్స్ పాత సంప్రదాయాలని పాటిస్తున్నారు.,Homophobia
"హేయ్ గే బాయ్, మీ స్వలింగ సంపర్కాన్ని ఆంగ్లంగా వ్యాఖ్యానించడానికి తగిన పదాలు లేవు.""",Homophobia
నాకు ట్రాన్స్‌జెండర్లకు సహానుభూతి లేదు.,Transphobia
బలూచిస్థాన్‌లో హిందూ మహిళ నరికివేత,None of the categories
చైతు-సమంతల పెళ్లి వేడుక పిక్ మరొకటి..,None of the categories
"ట్రాన్స్‌జెండర్లు మాకు అసహజంగా ఉన్నారు, వారు సామాజిక అవయవంగా ఉండరాదు.",Transphobia
నేను మీరు ఎలా ఉన్నారో అది మీరు అనుకుంటే అది కాదు.,Transphobia
మీరు స్వంత లింగాన్ని ఎందుకు మార్చుకుంటున్నారు? ఇది సహజమైనది కాదు.,Transphobia
"క్యుఐపితో కోటక్‌ మహీంద్రా రూ.5,800 కోట్ల సమీకరణ",None of the categories
ట్రాన్స్‌జెండర్ మహిళలు సాధారణ మహిళల నుంచి వేరుగా ఉండాలి.,Transphobia
నీకు అందమైన పురుషుడిగా ఉంటే మరియు మగ కానిసం ఉంటే చాలా మంచిది.,None of the categories
బల్బ్ స్టార్ పవన్...!,None of the categories
మన పిల్లలను ఈ లింగ మార్పిడి పరిపించిన మనష్యులపై ప్రభావం పడే అవసరం లేదు.,Transphobia
స్వలింగ సంపర్కులు మానవ సంప్రదాయాన్ని నష్టపెట్టేవి,Homophobia
ట్రాన్స్‌జెండర్‌లు మన పిల్లలను అవసరం లేని గోండి చేర్చుకుంటున్నారు.,Transphobia
"స్వలింగ సంపర్కుల మార్పు సాధ్యమైనది అని నమ్ముతున్నాను, అది ఒక వికారం మాత్రమే.",Homophobia
అమ్మో.. కాదంబరి!,None of the categories
స్వలింగ సంపర్కులు బాధించడం ఎలా?,Homophobia
"ఆ వ్యక్తి అసలు ఆడవాడు కాదు, అది అవగాహన లేదు.",Transphobia
లెస్బియన్స్ మనసున్నారా? అప్పుడే మీరు మనసున్నారంటే వారు మీకు అవసరం లేదు,Homophobia
ట్రాన్స్‌జెండర్‌లు మన సంప్రదాయాలను నాశనం చేస్తున్నారు.,Transphobia
ఆత్మశోధన చేసుకోండి,None of the categories
"నా ముద్దులను ట్రాన్స్‌జెండర్లతో ఆడించకూడదు, అది అవరికి చేదు ఆలోచనలను కలిగిస్తుంది.",Transphobia
రాజ‌మౌళి తర్వాతి సినిమా మ‌ల్టీస్టార‌ర్‌?,None of the categories
స్వలింగ సంపర్కులు ప్రాధాన్యంగా ఉంటాయి.,None of the categories
లింగమార్పిడి వ్యక్తులు అనుకోకుండా ప్రజలు పెరిగిపోతారు.,Transphobia
కర్ణాటకకు ప్రత్యేక జెండా,None of the categories
భారత్ లో యాపిల్‌ ప్లాంట్‌పై వచ్చే వారంలో నిర్ణయం,None of the categories
మీరు స్వలింగ సంపర్కానికి ప్రమాణాలు చూపిస్తే మాత్రమే నాకు నమ్మకం ఉండడం సాధ్యం,Homophobia
ట్రాన్స్‌జెండర్‌లకు స్వాతంత్యం ఇవ్వడం ప్రజాస్వామ్యానికి అపాయం.,Transphobia
ఆప్ నేత ఆశిష్‌ను చంపేస్తామంటూ బెదిరింపు లేఖ!,None of the categories
స్వలింగ సంపర్కులు అవమానకరమైన భాషను ఉపయోగించి ఉంటాయి.,Homophobia
ట్రాన్స్‌జెండర్లు మా సమాజానికి ప్రతి ప్రాణి కాలకలం కలిగిస్తున్నారు.,Transphobia
బాలకృష్ణ కోసం సమంత!,None of the categories
నెం.1 ఊరిస్తోంది,None of the categories
ట్రాన్స్‌జెండర్‌లు మా పరిపాలన వ్యవస్థలను భ్రమేజించడానికి ప్రయత్నిస్తున్నారు.,Transphobia
స్వలింగ సంపర్కులు అనేవారు మానవ ప్రజాస్వామ్యాన్ని నశించగలరు.,Homophobia
విపక్షాల ప్రధాని అభ్యర్థిగా రాహుల్‌..!,None of the categories
సీఎం మమతకు సుప్రీంకోర్టు ఊహించని షాక్!,None of the categories
‘ప్రేమదేశం’లో ప్రమాదం,None of the categories
మనం స్వలింగ సంపర్క వ్యక్తులను సమాజంలో స్వీకరించాలని అనుకోకూడదు.,Homophobia
"మీరు ఆ స్వలింగ సంపర్కుడిని ప్రేమిస్తే, మీరు అసాహజంగా ఉండాలని ఉంది.",Homophobia
నీ స్వలింగ సంపర్కులు వల్ల నా మనసుని తుపాను చేస్తున్నావు,Homophobia
"ఆమె మీ స్వలింగ సంపర్కాన్ని అంగీకరిస్తుంది, అంటే ఆమె మీరు అనుకునే వంటి ఆమె కాదు.""",Homophobia
సాహితీ స్రవంతి వార్షికోత్సవం,None of the categories
దివీస్‌కు ఎఫ్‌డిఎ ఝలక్‌,None of the categories
స్వలింగ సంపర్కులు మన సంస్కృతి మరియు ధర్మానికి విరుద్ధం,Homophobia
శర్వానంద్‌కు పెరుగుతున్న డిమాండ్,None of the categories
ఐటీ దాడులపై స్టాలిన్ ఆగ్రహం,None of the categories
స్వలింగ సంపర్కులు అనేది క్షత్రియ మార్గాన్ని పెంచేందుకు ఉండకూడదు.,Homophobia
స్వలింగ సంపర్కాలను మరియు వారి ఉత్తమ కార్యాలను ఎందుకు మనం ప్రేమిస్తున్నాము?,Homophobia
భవిష్యత్‌లో మొబైల్‌ చెల్లింపులే,None of the categories
రాజు గారి గది 2' సెన్సార్ పూర్తి..,None of the categories
ఐఎన్‌ఎస్‌ చీఫ్‌గా అఖిల ఉరంకార్‌,None of the categories
15 నుంచి ఐసిఐసిఐ లొంబార్డ్‌ ఐపిఒ,None of the categories
ప్రభుత్వ ఆసుపత్రుల్లో.. పోలీసుల భద్రత,None of the categories
"మీరు స్వలింగ సంపర్కాన్ని చేస్తే, మీరు మనుషులను ప్రేమించలేకుండా పోతారు.""",Homophobia
"మీరు మీ గేలు ప్రవృత్తులను ఎదుర్కొంటున్నప్పుడు ఎంతో ఈయూవు ఉంటుంది, మనం దాన్ని అనుమతించలేదు.""",Homophobia
వీరి స్వలింగ సంపర్కులను మన పిల్లలకు చూపించకూడదు.,Homophobia
చైనాలో ‘హౌస్‌ సర్జన్‌’కు ఓకే,None of the categories
స్వలింగ సంపర్కులు సమాజంలో అంగీకరించబడని విధానాలను మార్చాలి,Homophobia
క్రీడలకు పెద్దపీట!,None of the categories
"ట్రాన్స్‌జెండర్లు మా ధార్మిక ధోరణులను ఉల్లంఘిస్తున్నారు, వారిని నిరాకరించాలి.",Transphobia
ట్రాన్స్‌జెండర్ల మేల మన సమాజం ఎంత అన్యాయం చేస్తుందో చూడు.,Transphobia
మీ స్వలింగ సంపర్కులు వారి ఆత్మగౌరవాన్ని కలిగించేందుకు ఎలా సహాయపడగలరు?,Homophobia
స్వలింగ సంపర్కులు అనేది మీరు మరియు మీ పార్ట్నర్ మధ్య నిర్వహించాల్సి ఉండాలని మీరు అనుకుంటున్నారు.,None of the categories
"మా పిల్లలు ట్రాన్స్‌జెండర్‌లతో ఆటలు ఆడకూడదు, వారు అది ప్రభావితం చేస్తారు.",Transphobia
స్వలింగ సంపర్కాన్ని మనస్సు మార్చుకోవాలని మనకు ఉందా?,Homophobia
టీమిండియాకు మలింగ విందు,None of the categories
"వారు స్వలింగ సంపర్కులు కలిగిన వారిని కలిగి ఉండండి, నేను అలా ఉండటానికి సిద్ధంగా లేదు.",Homophobia
ఈ రావణుడిని సంపాలంటే సముద్రమంత ధ..ధ..ధైర్యముండాల!,None of the categories
"ట్రాన్స్‌జెండర్‌లు మా సంప్రదాయాన్ని అపమానించి, మా విలువలను నాశనం చేస్తున్నారు",Transphobia
జాతీయ యోగాకు 28 మంది ఎంపిక,None of the categories
ట్రాన్స్‌జెండర్ల కొరకు అనుమతించడం అనుకూలపడని సంఘటన దానికి సంబంధించిన వ్యక్తిని బాధిస్తుంది.,Transphobia
మీరు ట్రాన్స్‌జెండర్‌గా ఉండటం వల్ల మీరు నాకు అసహజంగా ఉంది.,Transphobia
తనలోని మరో యాంగిల్ చూపించబోతోన్న రాధికా ఆప్టే!,None of the categories
లుపిన్‌కు యుఎస్ఎఫ్‌డిఎ హెచ్చరికలు,None of the categories
"ఆయన ఒక గే, ఆయనతో స్నేహితులు ఉండడానికి మేము అసహజంగా ఉంటాము.",Homophobia
తండ్రీ కొడుకులకు ఈసీ షాక్.. సైకిల్ బదులు కొత్త గుర్తులు!,None of the categories
వీరు స్వలింగ సంపర్కుల వ్యక్తులను ఏమిటిగానో చూడలేరు.,Homophobia
ఇంధనంపై వ్యాట్ తగ్గించిన మరో రాష్ట్రం...,None of the categories
మన పిల్లలు వారి నిర్ణయాన్ని తీసుకునే వయసులో ఉండటం ప్రామాణికంగా భయంకరం,Transphobia
లింగమార్పిడి వ్యక్తులు తమ జీవితాన్ని స్వీకరించాలి మరియు ఆదరించాలి.,None of the categories
ట్రాన్స్‌జెండర్ల మనస్సులో ఏమి ఉంటుందో మనకు ఎలా తెలుసు?,Transphobia
స్వలింగ సంపర్కులు సమాన లింగాల వారికి మాత్రమే సంభవిస్తాయి.,None of the categories
ఎమ్మెల్యే అంగరక్షకుడి తుపాకీ మాయం,None of the categories
సన్నీలియోన్ రాకతో కేరళ జనసంద్రమైంది!,None of the categories
వారు మన సమాజ సంస్కరణను అపరిచితం చేస్తున్నారు.,Transphobia
"ఎమోషన్స్, ఫన్, సస్పెన్స్",None of the categories
లింగమార్పిడి వ్యక్తులు ఒక రెండు లింగాల మధ్య ఉండరానికి ప్రయత్నిస్తారు.,Transphobia
"ట్రాన్స్‌జెండర్‌లు సహజ జీవిత సంస్కారాలను కలుగజేసేందుకు ప్రయత్నిస్తున్నారు, దీనిని మనం ఆదరించలేము.",Transphobia
కట్రీనాకి ద్రావిడ్‌ అంటే ఇష్టమట!,None of the categories
"ట్రాన్స్‌జెండర్లు మానవ ప్రకృతికి విరుద్ధంగా ఉంటున్నారు, వారు అనావశ్యకంగా రెచ్చిపెట్టుకుంటున్నారు.",Transphobia
"అవార్డులు మరియు ప్రశస్తులు ట్రాన్స్‌జెండర్లకు ఇవ్వడం తప్పు, వారు అసలయిన పోరాటాలను చేయలేదు.",Transphobia
ట్రాన్స్‌జెండర్లు మా సంస్కృతిని నాశనం చేస్తున్నారు.,Transphobia
`జ‌వాన్‌` క‌థ ర‌వితేజ‌కు చెప్పా: బీవీఎస్ ర‌వి,None of the categories
"ట్రాన్స్‌జెండర్‌లు ప్రేమను అర్థం చేసుకోలేరు, వారు మాత్రమే స్వార్థపరులు.",Transphobia
మన సామెతలో ట్రాన్స్‌జెండర్ల కోసం స్థానం లేదు.,Transphobia
"మనం స్వలింగ సంపర్కులను అనుమతిస్తే, మనం ఇతర ప్రపంచాలను అనుమతిస్తున్నాము.",Homophobia
నాన్న జ్ఞాపకం,None of the categories
ట్రాన్స్‌జెండర్లను ప్రేమించడం అంటే అది తప్పే.,Transphobia
"స్వలింగ సంపర్కులు భారత సంస్కృతికి విరుద్ధమైనవి.""",Homophobia
స్వలింగ సంపర్కాలు వారి బాల్యాన్ని పోగొట్టుకునే అనారోగ్య పరిపాలనా పద్ధతులు,Homophobia
లెస్బియన్ వివాహం ఆధారంగా నిషేధించాలి.,None of the categories
"ట్రాన్స్‌జెండర్లను మీ ఆత్మ బంధువులగా అంగీకరించండి, అవి కేవలం మనుషులనే.",Transphobia
ట్రాన్స్‌జెండర్ల పై చర్చలు చేసే ముందు మేము మా పిల్లలను సాధారణ గా పెద్దలను చూసేలా పెట్టుకోవాలి.,Transphobia
మా పిల్లల ముందు ట్రాన్స్‌జెండర్ల గురించి చర్చించడం అనుచితం.,Transphobia
వారు మన సంస్కృతిని వారు అనుసరించడం లేదు.,Transphobia
"స్వలింగ సంపర్కాన్ని అనుమతించడం సమాజానికి ప్రమాదకరం""",Homophobia
స్వలింగ సంపర్కం లో ఉన్న వ్యక్తులు వారి ప్రవృత్తులను మీద ప్రభావం చేయడానికి ప్రయత్నిస్తున్నారు.,Homophobia
"ఆమె నాకు స్వలింగ సంపర్కులు కలిగినట్లు చెప్పింది, నేను ఆమెను విడిచిపెట్టాను",Homophobia
"నాలోని పురుషాంగం నాకు ఇష్టం లేదు, మరియు నేను దానిని మార్పిడి చేయాలని అనుకుంటే, అది సహజ కాదు.",Transphobia
లక్ష్మణ్‌ దేవుణ్ని ప్రార్థించి ఉంటాడు !,None of the categories
ఆ విషయంలో పవన్ యావరేజ్ స్టూడెంట్: రేణూ దేశాయ్,None of the categories
"ట్రాన్స్‌జెండర్లకు మా సంస్థలలో కార్యకలాపాల్లో భాగస్వామ్యం లేదు, వారు మా సంస్కృతిని హాని చేస్తున్నారు.",Transphobia
ట్రాన్స్‌జెండర్‌ల కోసం ప్రత్యేక సౌకర్యాలు ఏంటి? మేము అంతకుమించి ఎందుకు ఇవ్వాలి?,Transphobia
ట్రాన్స్‌జెండర్లు మన సంస్కృతిని అస్వస్థం చేస్తున్నారు.,Transphobia
స్వలింగ సంపర్కులు ఆదివారి సృష్టిని విరుద్ధంగా ఉన్నాయి.,Homophobia
నేను స్వలింగ సంపర్కులను ఎప్పటికప్పుడూ అభ్యర్థన చేయను.,Homophobia
నాకు స్వలింగ సంపర్కులు ఆశ్చర్యకరంగా ఉండవు.,Homophobia
మీరు స్వలింగ సంపర్కులను వివాదాస్పదంగా జడుచుకునే సమయం ఆగిపోయింది.,Homophobia
కమలానికి అన్నాడీఎంకే వర్గాలు జై..!,None of the categories
"స్వలింగ సంపర్కులు అన్ని ప్రపంచానికి ప్రణాళికలు మాత్రమే కాదు, వారు మనకు ఎందుకు అవసరమో తెలియదు.",Homophobia
ట్రాన్స్‌జెండర్లు మన సమాజ నిబంధనలను నాశనం చేస్తున్నారు.,Transphobia
దీపావళి సెంటిమెంట్ విజయ్‌కు కలిసొస్తుందా?,None of the categories
"స్వలింగ సంపర్కం వారి సామర్థ్యాలను నష్టపెట్టే అనేక లక్షణాల కోసం బాధ్యత సృష్టిస్తుంది.""",Homophobia
"అవును, నా మిత్రుడు స్వలింగ సంపర్క వ్యక్తి, కానీ నేను అతనితో సంప్రదించను.""",Homophobia
సమీక్షించుకోవాల్సిన సందర్భం ఇది!,None of the categories
శివునిగా హృతిక్‌?,None of the categories
ట్రాన్స్‌జెండర్‌లు ఆచరణాతీతులు.,Transphobia
"ట్రాన్స్‌జెండర్ మహిళలు ప్రసవవేదికలో ఉండకూడదు, అది సహజ స్త్రీలకు మాత్రమే ఉండాలి.",Transphobia
ప్రతి సీన్‌కూ కనెక్టయ్యా,None of the categories
శశికళకు శుభవార్త అందింది,None of the categories
ట్రాన్స్‌జెండర్లు మా పిల్లలను భ్రమించడానికి ప్రయత్నించుతున్నారు.,Transphobia
"ఎవరినీ చెప్పకు, అక్కడి అమ్మాయి స్వలింగ సంపర్కులు ఉన్నారు",Homophobia
కాపాడతామంటూనే కాలరాస్తున్నారు,None of the categories
ఆర్థిక వ్యవస్థ ఇబ్బందులు దూరమయ్యాయి : అరుణ్ జైట్లీ,None of the categories
మీ వాస్తవిక లింగం ఎమిటి? మీరు కానీ ముగ్గురును మోసం చేస్తున్నారా?,Transphobia
"ట్రాన్స్‌జెండర్ల వంటి వ్యక్తులు మా పిల్లలను భ్రమించనివ్వండి, వారు అస్వస్థమైన లైఫ్ స్టైల్ ను పట్టించుకోవాలి.",Transphobia
"నా పిల్లలు ట్రాన్స్‌జెండర్లను అనుమతిస్తే, అది వారికి తప్పు సందేశాన్ని ఇస్తుంది.",Transphobia
"స్వలింగ సంపర్కాలలో ఉన్న వ్యక్తులు తమ సంపర్కాలను మార్చుకోవాలి, ఇది అనివార్యం.""",Homophobia
"భారత్, పాక్ సరిహద్దులో.. టెన్షన్‌కు గురిచేసిన బాలురు",None of the categories
మీరు ఎందుకు ఇలా మారిపోవడానికి ఎందుకు చేసుకున్నారు? మీరు సాధారణంగా ఉండవచ్చు.,Transphobia
స్వలింగ సంపర్కులు నిరాశాజనకం లేకుండా ఉండాలి.,Homophobia
ట్రాన్స్‌జెండర్‌లు మన భారతీయ సంప్రదాయాన్ని అపమానిస్తున్నారు.,Transphobia
స్వలింగ సంపర్కం లో ఉన్న వ్యక్తులు ప్రపంచానికి ప్రమాదం.,Homophobia
ట్రాన్స్‌జెండర్లు మన పరంపరాగత విలువలను ఉల్లంఘిస్తున్నారు.,Transphobia
"లింగమార్పిడి వ్యక్తులు తమ గుర్తింపును స్వీకరించాలి, వాళ్ళకు సహాయం చేయాలి.",None of the categories
రక్తాన్ని సేకరిస్తున్న చైనా! యుద్ధ సన్నాహాల్లో ఉందా?,None of the categories
హిల్లరీ ప్రెసిడెంట్‌ కావాలని పుతిన్‌ కోరుకున్నారు,None of the categories
ఆయన మార్గం ప్రకారం ఆయన స్వలింగ సంపర్కులు అనేక సమస్యలను కలిగించగలగుతున్నాయి.,Homophobia
"ట్రాన్స్‌జెండర్ల గురించి మీకు తెలియనిదే ఉంది, వారు ఆత్మహత్య చేసే అవకాశాలు ఎంతో ఎక్కువ.",Transphobia
ఈ ఉగ్రవాది పాక్ ప్రధాని అవుతాడా?,None of the categories
అరబిందో ఫార్మా ప్లాంట్‌లో ఎఫ్‌డిఎ తనిఖీలు,None of the categories
అలాంటి వాటికి సాయిపల్లవి రాదట!,None of the categories
స్వలింగ సంపర్కులు సమాజంలో అంగీకరణను పొందలేరు,Homophobia
స్వలింగ సంపర్కం ఒక ప్రాణికి అనుకూలం కాదు.,None of the categories
స్వలింగ సంపర్కులలో ఉన్న వ్యక్తులు మనస్సు మార్చుకొని సాధారణ సామాజిక స్థితిని పోల్చుకోవాలి.,Homophobia
"ఆయన స్వలింగ సంపర్కపు వ్యవహారం నాకు అసహ్యం కలిగించింది.""",Homophobia
చైనా-ఇండియా మధ్య యుద్ధమా? భ్రమా?,None of the categories
బోణీ అదిరె,None of the categories
"మీరు మీ స్వలింగ సంపర్కులను ప్రచారించుకుంటే, మనం మీకు అనుమతించము.""",Homophobia
"మీరు ఏమి చేస్తారో తెలియదు, కానీ మీరు స్వలింగ సంపర్కానికి చెందినప్పుడు నాకు తెలిస్తుంది.",Homophobia
"మీరు చెబుతున్నారు చూడండి, ఆమె స్వలింగ సంపర్కులతో ప్రేమిస్తుంది.",Homophobia
4.7 సెకన్లలో 100 కిలోమీటర్ల వేగం,None of the categories
ట్రాన్స్‌జెండర్‌లు మా సమాజంలో చేస్తున్న హానిని ఎప్పటికప్పుడు అంగీకరిస్తారు?,Transphobia
స్వలింగ సంపర్కులు ఉన్నవారిని ఏమాత్రం అంగీకరించలేదు,Homophobia
స్వలింగ సంపర్కాలు అనేవి మానవ సభ్యత్వాన్ని హాని చేసేవి.,Homophobia
‘అమీ తుమీ’ అయిపోవచ్చింది,None of the categories
లెస్బియన్ కూతురులు ప్రేమించకుండా ఉండాలి.,Homophobia
"స్వలింగ సంపర్కులను అనుమతించే దేశాలు ప్రకృతి విధులను భంగిస్తున్నాయి.""",Homophobia
"ట్రాన్స్‌జెండర్ వ్యక్తులు మా సంప్రదాయాన్ని కేడు చేస్తున్నారు, వారిని నా ఇంటికి రాకుండా నాకు ఎలా ఉండగలదు?",Transphobia
టీడీపీలోకి మోదీ!,None of the categories
మన సమాజం స్వలింగ సంపర్కాల నుండి విముక్తి పొందాలి.,Homophobia
స్వలింగ సంపర్కులు అనువర్తించే వ్యక్తులు ఆదర్శాలు కలిగించలేరు,Homophobia
"అతను స్వలింగ సంపర్క వ్యక్తి అని తెలిసిన తర్వాత, నేను అతనితో రూమ్ పంచుకోలేదు.""",Homophobia
లెస్బియన్లు మరియు గేలు వారు ఎప్పుడూ అసామాన్యమైన వ్యక్తులే.,Homophobia
ఆ తరువాత కూడా నీకు పురుషుడినిపై అసహ్యం ఉందా?,Transphobia
ట్రాన్స్‌జెండర్లను చూస్తే నాకు అసహజమే.,Transphobia
స్వలింగ సంపర్కులు మనం మిగిలిన వ్యక్తిత్వాలను తగ్గించుకోవాలి.,Homophobia
ట్రంప్‌కు ఊహించని షాక్.. కిమ్‌జాంగ్ మాస్టర్‌ప్లాన్..!,None of the categories
గ్రహగతులివే..,None of the categories
కోవింద్‌ కోసం కొత్త బృందం,None of the categories
"నేను మీరు స్వలింగ సంపర్కానికి అనుమతిస్తా అని ఎప్పుడూ అంగీకరించను.""",Homophobia
ఇక హోటళ్లలో హుక్కాపై నిషేధం..మంత్రి సంచలన ఆదేశాలు,None of the categories
2018లో క్రేజీ ప్రాజెక్ట్స్,None of the categories
"ట్రాన్స్‌జెండర్‌గా ఉండటం అస్వాభావికం, దాన్ని మార్చాలి.",Transphobia
ట్రాన్స్‌జెండర్‌లను సమాజంలో అంగీకరించడం మనకు ఆపత్తిపడుతుంది.,Transphobia
"ట్రాన్స్‌జెండర్లు కేవలం మనసు పోగొట్టుకునేవారే, వారు మనస్సు మార్పు చేసుకోవాలి.",Transphobia
ధోనీకి కావాల్సిన పరుగులు,None of the categories
నీకు కన్నా చల్లా అందం లేదా మగ అందం లేదా?,None of the categories
4 జి స్పీడ్‌లో ఆర్‌జియో టాప్‌,None of the categories
జలసిరికి హారతి,None of the categories
"మీరు ట్రాన్స్‌జెండర్గా ఉండటం నాకు అర్థం కాదు, దీనికి చికిత్స ఉంది.",Transphobia
"స్వలింగ సంపర్కులు సహజ ప్రకృతికి వ్యతిరేకంగా ఉండటం వల్ల అవి అనుచితం.""",Homophobia
ఉత్తరప్రదేశ్‌లో పోలింగ్‌ను బహిష్కరించిన ఖాగా గ్రామస్తులు,None of the categories
పాకిస్థాన్‌కు కోలుకోలేని షాకిచ్చిన చైనా.. నిధులు ఆపేసిన డ్రాగన్ కంట్రీ!,None of the categories
"స్వలింగ సంపర్కులు సమాజం నాశనకు దారితీసే వాటిని నిరోధించాలి.""",Homophobia
వియత్నాం వెళ్తున్న మహేశ్,None of the categories
మీరు ఎలాగైనా మారి ఎందుకు సహజ లింగాన్ని అప్రామాణికంగా ఉపయోగిస్తున్నారు?,Transphobia
ట్రాన్స్‌జెండర్ల వ్యక్తులకు మా సామాజిక నిబంధనలు అర్థం కావు.,Transphobia
విశాఖలో నిఘా యుద్ధనౌక,None of the categories
కాంగ్రెస్‌ గూటికి సిద్ధు!,None of the categories
స్వలింగ సంపర్కం అనేది నమ్మకంగా మరియు అస్వాభావికంగా భావించబడుతుంది.,Homophobia
కార్బన్‌తో ఎయిర్‌టెల్‌ జట్టు,None of the categories
"నేను ఆమెతో స్వలింగ సంపర్కం చేసుకునే భయం నాకు ఉంది.""",Homophobia
గోపీచంద్‌కు కీలకంగా మారబోతోన్న 'గౌతమ్ నంద',None of the categories
"వారి ప్రేమ సంపర్కాలు మాకు కొన్ని చేరువులు కావాలని ప్రేరేపిస్తున్నాయి""",Homophobia
సీఎం సన్నిహిత ఎంపీ కుమార్తెపై సీబీఐ ప్రశ్నల వర్షం,None of the categories
మార్కెట్లు ఖుషీ.. ఖుషీ,None of the categories
వారు మా సంప్రదాయాలను ఆపద్ధరిస్తున్నారు.,Transphobia
"ట్రాన్స్‌జెండర్‌గా మార్పిడి చేసుకోవడం విజ్ఞాన విపరీతం, దానికి వీలులేదు.",Transphobia
ఎల్‌ఐసి హౌసింగ్‌ లాభం రూ.529 కోట్లు,None of the categories
"స్వలింగ సంపర్కులు అస్వాస్థ్యకరమైన జీవన శైలిని ప్రేరేపిస్తున్నాయి.""",Homophobia
అమెరికాలో టోర్నడోలు.. 18 మంది మృతి,None of the categories
సిద్ధరామయ్య కుట్రే!,None of the categories
మీరు ట్రాన్స్‌జెండర్‌గా ఉండటం శ్రేయస్కరం కాదు.,Transphobia
జూనియర్‌ బాక్సర్ల పసిడి పంచ్‌,None of the categories
స్వలింగ సంపర్కుల వల్ల మన సమాజంలో ప్రశాంతి భంగము జరుగుతుంది.,Homophobia
"మీ స్వలింగ సంపర్కులు మనస్సుని కలగనివ్వలేదు, అవి కేవలం మీ దేహాన్ని కలుషితం చేస్తాయి.""",Homophobia
భార్యను జైలులో వదిలిపెట్టి చెన్నై చేరుకున్న శశికళ భర్త,None of the categories
స్వలింగ సంపర్కులు మానవ ప్రకృతికి విరుద్ధంగా ఉన్నవి,Homophobia
కశ్మీర్‌పై మా వైఖరిలో మార్పు లేదు: చైనా,None of the categories
స్వలింగ సంపర్కులు అనేవి సహజ మార్గాలను బాగా విడిపోయిన వ్యక్తులను చూపిస్తాయి.,Homophobia
స్వలింగ సంపర్కులు ద్విలింగ సంపర్కులను ప్రోత్సహిస్తాయి.,None of the categories
కాంగ్రెస్‌కు శుభవార్త!,None of the categories
