Text,Category
ಸಲಿಂಗಕಾಮಿ ಹುಡುಗಿಯನ್ನು ನೋಡಿದಾಗ ಅದು ಹೆಚ್ಚು ಕಡಿವಾನಾಗಿ ತೋರುತ್ತದೆ,Homophobia
"ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿಗಳು ಸ್ಥಾನಿಕ ಸಂಘಟನೆಗಳಲ್ಲಿ ಭಾಗವಹಿಸಬಾರದು, ಅವರು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಕೇಡಿಸುವ ಹೆಜ್ಜೆಗಳನ್ನು ಹಾಕುತ್ತಾರೆ.",Transphobia
ಟೀಂ ಇಂಡಿಯಾಗೆ ವಾಪಾಸಾಗುವ ಯುವಿ- ರೈನಾ ಕನಸಿನ ಹಾದಿಯಲ್ಲಿ ಮತ್ತೊಂದು ಸಂಕಷ್ಟ!,None of the categories
ಬಾಸ್' ಪಟ್ಟದ ಹಿಂದೆ ಬಿದ್ದರಾ ಗೋಲ್ಡನ್ ಸ್ಟಾರ್ ಅಭಿಮಾನಿಗಳು​ ?,None of the categories
ಗಾಂಧಿನಗರದಲ್ಲಿ ಕಟೌಟ್​ ನಿಲ್ಲಬೇಕು ಎಂದು ಮಧ್ಯರಾತ್ರಿಯಲ್ಲಿ ಪಣತೊಟ್ಟಿದ್ದ ಯಶ್​ ಯಶಸ್ಸಿನ ಶಿಖರ,None of the categories
ಸಲಿಂಗಕಾಮಿ ಹುಡುಗನಿಗೆ ಅವನ ಹುಡುಗಿ ಗೆಳತಿಯಾಗುವ ಅಧಿಕಾರವಿಲ್ಲ,Homophobia
ನೀವು ಸಲಿಂಗಕಾಮಿ ಹುಡುಗನೊಂದಿಗೆ ಹೋಗಿ ಮಾತಾಡಲು ಯೋಗ್ಯರಲ್ಲ,Homophobia
ನೀವು ಸಲಿಂಗಕಾಮಿಯಾಗಿದ್ದೀರಾ? ನಾನು ನಿಮ್ಮನ್ನು ನನ್ನ ಮನೆಗೆ ಬರುವುದಿಲ್ಲ ಎಂದು ಹೇಳುತ್ತೇನೆ,Homophobia
ನಾನು ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿಯನ್ನು ನನ್ನ ಸ್ನೇಹಿತನಾಗಿ ಸ್ವೀಕರಿಸುವುದಿಲ್ಲ.,Transphobia
ಸಲಿಂಗಕಾಮಿಗಳು ಸಮಾಜದ ಆದರ್ಶಗಳನ್ನು ಹೀರುತ್ತಾರೆ,Homophobia
ನೀವು ಗೇ ಮತ್ತು ಲೆಸ್ಬಿಯನ್ ಜೀವನದಲ್ಲಿ ನಿಮಗೆ ಗೌರವ ಸಿಗಲು ಯಾವುದೇ ಅರ್ಹತೆ ಇಲ್ಲ.,Homophobia
ಹೊಮೋಸೆಕ್ಸುಯಲ್ಸ್ ಜನರು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಹಾಳುಮಾಡುತ್ತಾರೆ,Homophobia
"ನಾನು ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿಯೊಂದಿಗೆ ಕೆಲಸ ಮಾಡುವುದು ಸಹಜವಾಗಿದೆ, ಆದರೆ ನನ್ನ ಮಗನೊಂದಿಗೆ ಅವರು ಗೆಲುವು ಪಡೆಯಬಹುದು ಎಂದು ಭಯವಿದೆ.",Transphobia
ಹುತಾತ್ಮ ಯೋಧರ ಗೌರವಾರ್ಥ ಕ್ರೀಡಾ ಕಾರ್ಯಕ್ರಮ ಮುಂದೂಡಿದ ವಿರಾಟ್ ಕೊಹ್ಲಿ,None of the categories
ಬಿಗ್ ಹಿಟ್‍ ಸಿನಿಮಾಗೋಸ್ಕರ ಕಾಯುತ್ತಿರುವ ನಟ ವಿನಯ್ ರಾಜ್‍ಕುಮಾರ್,None of the categories
ಇನ್ಸ್ಟಾಗ್ರಾಮ್​ನಲ್ಲಿ ನಿಮಗಿಷ್ಟದ ಸಂಗೀತವನ್ನು ಸ್ಟೋರಿಯಾಗಿ ಬಳಸುವುದು ಹೇಗೆ?,None of the categories
ಎಟಿಎಂಗಳಲ್ಲಿ ವಿಂಡೋಸ್ ಎಕ್ಸ್​ಪಿಯನ್ನು ತೆಗೆದು ಹಾಕಲು ಆರ್​ಬಿಐ ಸೂಚನೆ,None of the categories
ಸಲಿಂಗಕಾಮಿ ಹುಡುಗರು ಮೇಲ್ವಿಚಾರಣೆಗೆ ಯೋಗ್ಯರಲ್ಲ,Homophobia
ಖಾಲಿ ಡಬ್ಬಾದಲ್ಲೇ ಮ್ಯಾಜಿಕ್ ಮಾಡಿದ ಚಂದನ್: ಕನ್ನಡ ರ‍್ಯಾಪ್ ಸಿಂಗರ್ 'BIGG BOSS-5' ವಿನ್ನರ್,None of the categories
ನೀವು ಸಲಿಂಗಕಾಮಿ ಹುಡುಗರು ಅತ್ಯಂತ ಸಂತೋಷದಿಂದ ನಗುವುದನ್ನು ಮರೆಯುವುದಿಲ್ಲ,None of the categories
"ನಾನೇ ವಿಶ್ವದ ಶ್ರೇಷ್ಠ ಆಟಗಾರ, ಕ್ರಿಕೆಟ್​​ನಲ್ಲಿ ನಾನೇ ಯುನಿವರ್ಸಲ್ ಬಾಸ್; ಗೇಲ್ ವಿಡಿಯೋ ವೈರಲ್",None of the categories
‘ಅನುಭವ’ದಿಂದ ಗೆದ್ದ ಕಾಶಿನಾಥ್​​,None of the categories
ಅವಳು ದ್ವಿಲಿಂಗಿ ಎಂದು ಹೇಳುವುದು ಅವಳ ಆಕರ್ಷಣೆಯ ನೆಲೆಯನ್ನು ತೋರಲು ಯತ್ನಿಸುವುದಕ್ಕಾಗಿ ಮಾತ್ರ.,None of the categories
ಆ ಲೆಸ್ಬಿಯನ್ನರನ್ನು ನಮ್ಮ ದೇಶದಿಂದ ಹೊರಗುಡಿಸಿ,Homophobia
ತಮಿಳಿನಲ್ಲಿ ಹೆಚ್ಚಾಗುತ್ತಿದೆ ಕನ್ನಡದ ಕಿಶೋರನಿಗೆ ಬೇಡಿಕೆ..!,None of the categories
ಅವರು ಹೇಗೆ ಹುಡುಗಿಯ ಹೆಸರನ್ನು ಹೊಂದಬಲ್ಲರು? ಅವರು ಹುಡುಗನೇ ಆಗಿದ್ದಾರೆ!,Transphobia
ಅವರು ಸ್ವಂತ ಲಿಂಗ ಪರಿವರ್ತನೆಗೆ ಹೋಗುವುದು ದೇವರ ಸೃಷ್ಟಿಗೆ ವಿರೋಧವಾಗಿದೆ.,Transphobia
ನಾನು ಸಲಿಂಗಕಾಮಿಗಳನ್ನು ಬಹುಮಟ್ಟಿಗೆ ಸ್ವೀಕರಿಸುತ್ತೇನೆ,None of the categories
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: ಈಜಿಪ್ಟ್ ಹಾಗೂ ಉರುಗ್ವೆ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಚಿತ್ರಗಳು,None of the categories
ಕಿರಿಕ್​ ಹುಡುಗಿ ಸಂಯುಕ್ತಾ ಸುತ್ತ ಮತ್ತೊಂದು ವಿವಾದ: ಏನಿದು ಹೊಸ ಕಿರಕ್​,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ತಮ್ಮ ಲಿಂಗ ಗ್ರಹಣ ಬದಲಾವಣೆಯನ್ನು ನಮ್ಮ ಮೇಲೆ ಬಲವಂತವಾಗಿ ಹೊಂದಿಸುತ್ತಿದ್ದಾರೆ.,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರನ್ನು ನಮ್ಮ ಸಮಾಜದಲ್ಲಿ ಸ್ವೀಕರಿಸುವುದು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಹಾನಿಗೆ ತಲುಪುವುದು.,Transphobia
ನೀವು ನಿಮ್ಮ ಸಲಿಂಗಕಾಮಿ ಸ್ವಭಾವದಿಂದ ಪ್ರಭಾವಿತರಾಗಬಹುದು.,None of the categories
ಈ ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿಗಳು ನಮ್ಮ ಸಾಮಾಜಿಕ ನೀತಿಗೆ ಕೈಹಾಕುವುದಕ್ಕೆ ಅರ್ಹರಲ್ಲ.,Transphobia
ಸಲಿಂಗಕಾಮಿಗಳು ಸಾಮಾನ್ಯ ಜನರಂತೆ ಸ್ವತಂತ್ರವಾಗಿ ಹೊಂದಬೇಕೆಂದು ಹೇಗೆ ಬಯಸುತ್ತಾರೆ?,Homophobia
ಲಿಂಗಾಂತರಿಗಳು ಹೆಣ್ಣು ಅಥವಾ ಗಂಡಸು ಆಗುವುದು ಸ್ವಾಭಾವಿಕವಲ್ಲ,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ಸಾಮಾಜಿಕ ಸಮರಸತೆಯ ವಿರುದ್ಧ.,Transphobia
ಗಲ್ಲಿ ಗಲ್ಲಿಯಲ್ಲಿ 'ಗಲಿ ಗಲಿ' ಹವಾ; 10 ಕೋಟಿ ಬಾರಿ ವೀಕ್ಷಣೆ ಕಂಡ 'ಕೆಜಿಎಫ್​' ಹಾಡು,None of the categories
ರಶ್ಮಿಕಾರನ್ನು ಅಪ್ಪಿಕೊಳ್ಳಬೇಕೆಂದು ಅಭಿಮಾನಿಯೊಬ್ಬರು ಬರೆದ ಪತ್ರ ವೈರಲ್​..!,None of the categories
ಭಾರತದ ರಸ್ತೆಯಲ್ಲಿ ಧೂಳೆಬ್ಬಿಸಲಿದೆ ಹೊಸ ಮಾಡೆಲ್ 'ಜೀಪ್',None of the categories
#MeToo: ಇಂದು ಅಂಬಿ ಸಮ್ಮುಖದಲ್ಲಿ ನಡೆಯಲಿದೆ ಅರ್ಜುನ್​-ಶ್ರುತಿ ಸಂಧಾನ ಸಭೆ...!,None of the categories
"ನೀವು ಸಲಿಂಗಕಾಮಿ ಆಗಿದ್ದರೆ, ನೀವು ಕಾಮುಕರ ಜೀವನವನ್ನು ಮಾರ್ಪಡಿಸುತ್ತೀರಿ.",None of the categories
ಸಲಿಂಗಕಾಮಿಗಳು ತಮ್ಮ ಜೀವನದಲ್ಲಿ ಸಾಧಾರಣವಾಗಿ ಸುಖವನ್ನು ಅನುಭವಿಸುತ್ತಾರೆ,None of the categories
ಬಿಡುಗಡೆಯಾಯಿತು ‘ಡೆಡ್ ಪೂಲ್ 2’ ಸಿನಿಮಾದ ಟ್ರೇಲರ್,None of the categories
ಸಲಿಂಗಕಾಮಿಯನ್ನು ನೋಡಿದಾಗ ನನಗೆ ಅಸ್ವಸ್ಥತೆ ಆಗುತ್ತದೆ,Homophobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರ ಅಸ್ತಿತ್ವವೇ ಸಮಾಜದ ಅಪಾಯಕಾರಿ.,Transphobia
ನಾನು ನನ್ನ ಮಗುವಿಗೆ ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ಗಳು ಸಾಮಾನ್ಯವಾಗಿ ಬಾಳುವಂತೆ ಹೇಳುವುದಿಲ್ಲ.,Transphobia
"ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರಿಗೆ ನನಗೆ ಯಾವ ಗೌರವವೂ ಇಲ್ಲ, ಅವರು ನನ್ನ ಸಮಾಜವನ್ನು ಕೆಡಿಸುತ್ತಾರೆ.",Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ಗಳು ಸಾಮಾನ್ಯ ಜನರಂತೆ ವರ್ತಿಸಲು ಸಾಧ್ಯವೇಕೆ?,Transphobia
ಐಪಿಎಲ್ 2018: ಆರ್​ಸಿಬಿ ಪ್ಲೇ ಆಫ್ ಕನಸು ಭಗ್ನ: ಹೈದರಾಬಾದ್​ಗೆ 5 ರನ್​​ಗಳ ರೋಚಕ ಜಯ,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನಮ್ಮ ಸಮಾಜವನ್ನು ಹಲವಾಗಿಸುತ್ತಿವೆ.,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಮಹಿಳೆಗೆ ಹುಡುಗನಾಗಿ ಮಾರ್ಪಡಿಸುವುದು ಸ್ವಾಭಾವಿಕವಾದ ಪ್ರಕ್ರಿಯೆಯೆಂದು ನನ್ನ ಮೇಲೆ ಹೇಳುವುದಿಲ್ಲ.,Transphobia
"ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಗಂಡಾಂತರಗಳು ನಿಜವಾದ ಪರಿವರ್ತನೆ ಅಲ್ಲ, ಅವರು ನಮ್ಮ ಸಂಸ್ಕೃತಿಗೆ ಅಪಾಯ!",Transphobia
"ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವಿಷಯದಲ್ಲಿ ಯಾರಾದರೂ ಮಾತನಾಡಲು ಯೋಗ್ಯರಲ್ಲ, ಅವರ ಅಭಿಪ್ರಾಯವನ್ನು ಲಕ್ಷ್ಯಕ್ಕೆ ತರುವುದಕ್ಕೆ ಏನು ಗೌರವವಿದೆ?",Transphobia
"ನಾನು ನಿನ್ನನ್ನು ಸಲಿಂಗಕಾಮಿ ಹುಡುಗ, ನಿನಗೆ ಅಸಹ್ಯವಾಗಿದೆಯೆ?",Homophobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನಮ್ಮ ಪರಂಪರೆಯನ್ನು ಕೇಡಿಸುತ್ತಿದ್ದಾರೆ.,Transphobia
ಪೇಟಿಎಂ ಮಹಾ ಸೇಲ್: ಭರ್ಜರಿ ರಿಯಾಯಿತಿಯೊಂದಿಗೆ 501 ಕೋಟಿ. ರೂ ಕ್ಯಾಶ್​ಬ್ಯಾಕ್..!,None of the categories
"ಕ್ರೀಡೆಗಳಲ್ಲಿ ಬೆಟ್ಟಿಂಗ್, ಜೂಜಿಗೆ ಕಾನೂನಿನ ಮಾನ್ಯತೆ: ಮುದ್ಗಲ್ ಸಮಿತಿ, ಕ್ರಿಕೆಟ್ ಪಂಡಿತರಿಂದಲೂ ಅಭಿಮತ",None of the categories
ಕೇವಲ 38 ಎಸೆತಗಳಲ್ಲಿ 102 ರನ್: ಮಾರ್ಟಿನ್ ಗುಪ್ಟಿಲ್ ಅಬ್ಬರದ ಶತಕ,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ದೇವಸ್ಥಾನಕೆ ಹೋಗಬಾರದು.,Transphobia
ಅವರು ನಮ್ಮ ಹುಡುಗಿಯನ್ನು ಅವರ ಮರಗೆ ಹೆದರಿಸುತ್ತಿದ್ದಾರೆ.,Transphobia
ಮತ್ತೆ ಒಂದಾದ ಜಗ್ಗೇಶ್​-ಗುರುಪ್ರಸಾದ್​: ಶೀಘ್ರದಲ್ಲೇ ತೆರೆಗೆ ಬರಲಿದೆ ಇವರಿಬ್ಬರ ಸಿನಿಮಾ..!,None of the categories
ಸಲಿಂಗಕಾಮಿ ಹುಡುಗರು ನಮ್ಮ ಸಮಾಜಕ್ಕೆ ಅನುಕೂಲವಲ್ಲ.,Homophobia
ಸಲಿಂಗಕಾಮಿ ವ್ಯಕ್ತಿಗಳು ಬಾಲಕರ ಮೇಲೆ ಅಪಕಟ್ಟನ್ನು ಹೊಂದಿದ್ದಾರೆ,Homophobia
ಸಿರಾಜ್ ದಾಳಿಗೆ ಆಫ್ರಿಕನ್ನರ ಪೆವಿಲಿಯನ್ ನಡೆ; ಮೊದಲ ಟೆಸ್ಟ್​ನಲ್ಲಿ ಭಾರತ ಎ ತಂಡಕ್ಕೆ ಜಯ,None of the categories
"ಅವರು ಸಲಿಂಗಕಾಮಿಗಳಾದರೆ, ಅವರು ಕೇವಲ ಅವರ ಸುಖಕ್ಕೆ ಅನುಮತಿ ನೀಡುತ್ತಾರೆ.",Homophobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಮಹಿಳೆಗೆ ಸ್ನಾನಗೃಹದಲ್ಲಿ ಅಥವಾ ಮಹಿಳೆಯ ಅಂಗಳದಲ್ಲಿ ಅನುಮತಿ ಇರಬಾರದು.,Transphobia
ನನ್ನ ಲಿಂಗ ಹೆಣ್ಣಾಗಿಲ್ಲದಿರುವುದು ನನ್ನ ವ್ಯಕ್ತಿತ್ವಕ್ಕೆ ಪರಿಹಾರ ಅಲ್ಲ,None of the categories
ನೀವು ನಮ್ಮ ಸಮಾಜದ ಸಮರ್ಥನೆಯನ್ನು ಪಡೆಯುವ ಅರ್ಹತೆಯಿಲ್ಲ,Transphobia
ಗೇ ಹುಡುಗಿಯರು ಸಲಿಂಗಕಾಮಿಗಳಾಗಲು ಪ್ರಯತ್ನಿಸಬೇಕಾಗುತ್ತದೆ ಅವರನ್ನು ಗಮನ ಸೆಳೆಯಲು,None of the categories
ಹಿಂದಿ ಸಿನಿಮಾದ ಟ್ರೇಲರ್​ಗೆ ಫಿದಾ ಆದ ಕನ್ನಡದ ನಟಿಯರು,None of the categories
ಸಲಿಂಗಕಾಮಿಗಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ನಾಶಮಾಡುತ್ತಿವೆ.,Homophobia
ಜೈಲು ಹಕ್ಕಿಯಾದ 'ಜಂಗ್ಲಿ' ವಿಜಿ: ಜಾಮೀನು ಅರ್ಜಿ ತಿರಸ್ಕರಿಸಿದ ನ್ಯಾಯಾಲಯ,None of the categories
ನನ್ನ ಮಗಳನ್ನು ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಹುಡುಗಿಯ ಬಳಿ ಹೋಗಲು ಬಿಡುವುದಿಲ್ಲ.,Transphobia
ನನ್ನ ಸಲಿಂಗಕಾಮಿ ಸ್ನೇಹಿತೆಯ ಬಗ್ಗೆ ನನಗೆ ಅನೇಕ ಅನುಭವಗಳಿವೆ,None of the categories
"ಹಾಸ್ಯದ ಆಧಾರದಲ್ಲಿ ಯಾವುದೇ ಲಿಂಗ ಪ್ರೇಮವನ್ನು ತಿಳಿದಿದ್ದರೂ, ಅದು ನಿಜವಾದ ಪ್ರೇಮವೇ ಹೊರತು ಕೇವಲ ಲಿಂಗ ಆಕರ್ಷಣೆಯಲ್ಲ",None of the categories
"ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ಪರಿವರ್ತನಶೀಲ ಮಾನವರಲ್ಲ, ಅವರನ್ನು ನಿಗ್ರಹಿಸಬೇಕು.",None of the categories
ನಾನು ಆ ಲೆಸ್ಬಿಯನ್ನರ ಜೊತೆಗೆ ಕೆಲಸ ಮಾಡಲು ಇಷ್ಟಪಡುವುದಿಲ್ಲ,Homophobia
ಯಾರು ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಆಗುವುದು ತಮ್ಮ ಆಯ್ಕೆಯೆಂದು ಭಾವಿಸುತ್ತಾರೆ? ಅದು ಹುಟ್ಟುಗುಣ.,Transphobia
ನಿಮಗೆ ಲಿಂಗದ ಹೆಸರಿನಲ್ಲಿ ಅನುಮಾನ ಇದ್ದರೆ ನೀವು ನಮ್ಮ ಸಮಾಜದಲ್ಲಿ ಬಾಳಲು ಯೋಗ್ಯರಲ್ಲ!,Transphobia
ಹೆಂಡತಿಯ ಜೊತೆ ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿ ಬಾತ್ರೂಮ್ ಹೋಗಲು ಬಿಡುತ್ತೇನೆಯೇ?,Transphobia
ಲಿಂಗಾಯತ ಹೊಂದಿರುವವರಿಗೆ ಮಕ್ಕಳನ್ನು ಹೊಂದಿಸುವುದು ಅನುಚಿತ,Transphobia
ನಾವು ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿಗಳ ವಿರುದ್ಧ ಹೋರಾಟವನ್ನು ಮುಂದುವರೆಸಬೇಕು,Transphobia
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: ಕ್ವಾರ್ಟರ್ ಫೈನಲ್​​ಗೇರಲು ಸ್ಪೇನ್-ರಷ್ಯಾ ನಡುವೆ ಸೆಣೆಸಾಟ,None of the categories
ಸಲಿಂಗಕಾಮಿ ಸಾಧನೆಯ ಮೂಲಕ ಹೆಚ್ಚಿನ ಆತ್ಮಶ್ರದ್ಧೆ ಹೊಂದುತ್ತಾರೆ,None of the categories
"ನೀವು ಗೇ ಆಗುವುದು ತಪ್ಪು ಹೋದರೆ, ಗಂಡುಪಿಲ್ಲೆಯರು ನಿಮ್ಮನ್ನು ಸಲಿಂಗಕಾಮಿಗಳೆಂದು ಹೇಳುತ್ತಾರೆ.",Homophobia
"ನಾನು ನನ್ನ ಮಗಳಿಗೆ ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಗುರುವಿನ ಬಗ್ಗೆ ಬೋಧಿಸುವುದಿಲ್ಲ, ಅವರು ಅನುಕರಣೀಯರಲ್ಲ.",Transphobia
ಲಿಂಗಾಯತದ ಪ್ರಭಾವದಿಂದ ನೀನು ನಿನ್ನ ಸ್ವಂತ ಮೂಲಭೂತ ಹಕ್ಕುಗಳನ್ನು ತಳ್ಳಿದ್ದೀಯೆ,Transphobia
ಗೇ ಮತ್ತು ಲೆಸ್ಬಿಯನ್ ಜನರು ನನಗೆ ಅಸಮರ್ಥರು ಮತ್ತು ಅನಾಗರಿಕರು!,Homophobia
ನಿನ್ನ ಲಿಂಗಾಯತ ನಿನ್ನ ಹೆಂಡತಿಯ ಮೇಲೆ ದುಷ್ಟತನ ಹರಡಿ ಅವಳಿಗೆ ನಿರಾಶೆಯನ್ನು ತರುವುದು,Transphobia
ಸ್ಟಾರ್​ಗಳ ಅಬ್ಬರಕ್ಕೆ ಈ ವಾರ ತೆರೆಕಾಣುತ್ತಿಲ್ಲ ದೊಡ್ಡ ಬಜೆಟ್​ ಸಿನಿಮಾ; ಕನ್ನಡದಲ್ಲಿ 'ಬೀರ್​ಬಲ್​' ಮಲಯಾಳಂನಲ್ಲಿ 'ಪ್ರಾಣ',None of the categories
ದುನಿಯಾ' ವಿಜಯ್​ಗೆ ​​ಹೊಸ ಸಂಕಷ್ಟ; ಪೊಲೀಸರಿಂದ ಚಾರ್ಜ್​​ಶೀಟ್​ ದಾಖಲು,None of the categories
ಸಲಿಂಗಕಾಮಿಗಳನ್ನು ಯಾವುದೇ ಸಾಮಾಜಿಕ ಹುದ್ದೆಗೆ ನೇಮಕಗೊಳಿಸುವುದು ಅನುಚಿತ,Homophobia
ಸಲಿಂಗಕಾಮಿಗಳು ಪುರುಷತ್ವದ ಆದರ್ಶಗಳಿಗೆ ಹೊಂದಿಕೆಯಾಗುವುದಿಲ್ಲ,Homophobia
ರಣಜಿ ಟ್ರೋಫಿ: ಛತ್ತೀಸ್​​ಗಢ 283 ಆಲೌಟ್: ಕರ್ನಾಟಕಕ್ಕೆ 248 ರನ್ಸ್​ ಮುನ್ನಡೆ,None of the categories
ಸೂಪರ್ ಕಪ್ ಫೈನಲ್​ಗೆ ಬೆಂಗಳೂರು ಎಫ್​ಸಿ; ಏ. 20ರಂದು ಫೈನಲ್ ಫೈಟ್,None of the categories
ಲಿಂಗಾಯತರು ಸಮಾಜದ ಸ್ವಾಭಿಮಾನಕ್ಕೆ ಅಪಾಯವಾಗಿದೆ.,Transphobia
"ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಆಗುವುದು ಮನಸ್ಸಿನ ತೊಂದರೆ, ಅದನ್ನು ಚಿಕಿತ್ಸಿಸಬೇಕು",Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನಗರದ ಸರಕಾರದಲ್ಲಿ ಹುದ್ದೆಗೆ ಹೋಗುವುದು ಹೇಗೆ? ಅವರು ನಮ್ಮ ಸಮುದಾಯದ ಆದರ್ಶಗಳನ್ನು ನಾಶಗೊಳಿಸುತ್ತಿದ್ದಾರೆ.,Transphobia
ಕ್ರಿಸ್ಟಿಯಾನೊ ರೊನಾಲ್ಡೊ ಮ್ಯಾಜಿಕ್: ಜ್ಯುವೆಂಟಸ್​ ಚಾಂಪಿಯನ್,None of the categories
ಸಲಿಂಗಕಾಮಿಗಳು ಯಾವುದೇ ಪ್ರಮುಖ ಹುದ್ದೆಗೆ ಹೋಗುವುದು ಅನುಚಿತ,Homophobia
Premier Padmini Movie: 'ಪ್ರೀಮಿಯರ್​ ಪದ್ಮಿನಿ' ಸವಾರಿ ಮುಗಿಸಿದ ನವರಸ ನಾಯಕ ಜಗ್ಗೇಶ್​,None of the categories
"ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಆಗುವುದು ನೀತಿಗೆ ವಿರುದ್ಧವಾಗಿದೆ, ಅದು ನನ್ನ ಸಹಜ ಮೌಲ್ಯಗಳನ್ನು ಕೇಡಿಸುತ್ತದೆ.",Transphobia
ನೋಕಿಯಾ 7.1 ಸ್ಮಾರ್ಟ್​ಫೋನ್​: ಉತ್ತಮ ಆಫರ್​ನೊಂದಿಗೆ ಮಾರಾಟ ಆರಂಭ,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿಗಳು ನಮ್ಮ ಸಮಾಜದ ಪರವಾಗಿ ವಿಚಾರಿಸಲು ಅರ್ಹರಲ್ಲ.,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ಸಾಮಾಜಿಕ ಸ್ವೀಕಾರತೆಗೆ ಪ್ರಮಾಣ ಹೇಳುವುದಿಲ್ಲ,Transphobia
ನಾನು ನಿಮ್ಮನ್ನು ಗೇ ಮತ್ತು ಲೆಸ್ಬಿಯನ್ನರು ಎಂದು ಕರೆಯುವುದು ನನ್ನ ಹೆಮ್ಮೆ.,None of the categories
ಅವಳು ಲೆಸ್ಬಿಯನ್ ಎಂದು ಮಾತ್ರ ಹೇಳಲು ನನಗೆ ಸಂಕೋಚವಾಗುತ್ತಿದೆ,Homophobia
ತೆರೆಗೆ ಬರಲ್ಲ 'ಕಾಲಾ' ಸಿನಿಮಾ: ರಜನಿ-ಕಮಲ್​ ಚಿತ್ರಗಳಿಗೆ ರಾಜ್ಯದಲ್ಲಿ ಬಿಡುಗಡೆ ಭಾಗ್ಯವಿಲ್ಲ,None of the categories
ಹೋಮೋಸೆಕ್ಸುಯಲ್ಸ್ ಸಹಜ ವ್ಯವಹಾರಕ್ಕೆ ಅಡ್ಡಿಯಾಗುತ್ತಾರೆ,Homophobia
"ಸ್ವಲ್ಪವೂ ಚಿಂತೆಯಾಗಬೇಡಿ, ಅವನು ಸಲಿಂಗಕಾಮಿ ಆಗಿದ್ದಾನೆ ಅಂದುಕೊಂಡು ಅವನನ್ನು ನೇರವಾಗಿ ನೋಡಲು ಅಸಾಧ್ಯ",Homophobia
ಒಂದು ಐಫೋನ್ ಮಾರಾಟದಿಂದ ಆ್ಯಪಲ್ ಸಂಸ್ಥೆಗೆ ಸಿಗುವ ಲಾಭ ಎಷ್ಟು ಗೊತ್ತಾ?,None of the categories
"ಹೋಮೋಸೆಕ್ಸ್ಯುಯಲ್ಸ್ ರಾಜಕೀಯಕ್ಕೆ ಹೋಗಲಾರರು, ಅವರು ಕೇವಲ ಮೋಡಿಗೆ ಬೀರುವುದರಲ್ಲಿ ಮಾತ್ರ ನಿಪುಣರು",Homophobia
ಯಾವ ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಮನುಷ್ಯನಾದರೂ ನನ್ನ ಮಗನನ್ನು ಮೂಡಿಸುವುದಕ್ಕೆ ಬಿಡುವುದಿಲ್ಲ.,Transphobia
